sub,blk,blkType,trl,dur,isLet,oriT,oriC,resp,rt,acc
2,3,0,1,5,0,4.27,4.27,0,0.823, True
2,3,0,2,4,1,1.52,1.52,0,0.927, False
2,3,0,3,5,1,2.68,2.68,0,1.292, False
2,3,0,4,6,0,5.92,5.92,1,2.546, False
2,3,0,5,7,1,4.39,4.39,0,2.298, False
2,3,0,6,8,0,5.71,5.71,0,0.762, True
2,3,0,7,8,0,4.97,4.97,0,0.69, True
2,3,0,8,7,0,6.13,6.13,0,0.53, True
2,3,0,9,7,1,3.23,3.23,1,0.898, True
2,3,0,10,6,1,4.51,4.51,1,0.682, True
2,3,0,11,6,1,3.03,3.03,1,0.775, True
2,3,0,12,5,1,4.73,4.73,1,0.356, True
2,3,0,13,5,0,3.89,3.89,0,0.674, True
2,3,0,14,4,0,6.18,6.18,0,0.668, True
2,3,0,15,4,0,4.26,4.26,0,0.794, True
2,3,0,16,3,1,1.88,1.88,1,0.623, True
2,3,0,17,3,0,1.64,1.64,0,0.767, True
2,3,0,18,2,1,4.23,4.23,0,0.895, False
2,3,0,19,3,0,2.76,2.76,0,0.628, True
2,3,0,20,3,1,2.4,2.4,0,0.775, False
2,3,0,21,4,1,3.14,3.14,1,0.855, True
2,3,0,22,4,0,6.28,6.28,0,0.676, True
2,3,0,23,3,0,4.25,4.25,0,0.783, True
2,3,0,24,3,0,2.47,2.47,0,0.818, True
2,3,0,25,2,1,4.12,4.12,1,1.218, True
2,3,0,26,2,0,5.16,5.16,0,0.652, True
2,3,0,27,1,1,5.73,5.73,0,0.757, False
2,3,0,28,2,1,3.19,3.19,0,0.671, False
2,3,0,29,3,0,3.47,3.47,0,0.631, True
2,3,0,30,3,1,2.56,2.56,1,0.858, True
2,3,0,31,2,0,4.31,4.31,0,0.634, True
2,3,0,32,2,0,2.01,2.01,0,0.652, True
2,3,0,33,1,0,4.69,4.69,0,0.818, True
2,3,0,34,1,1,5.24,5.24,1,1.098, True
2,3,0,35,1,0,3.65,3.65,0,0.623, True
2,3,0,36,1,0,1.85,1.85,0,0.591, True
2,3,0,37,1,0,1.22,1.22,1,1.084, False
2,3,0,38,2,0,5.44,5.44,0,0.634, True
2,3,0,39,2,0,2.6,2.6,0,0.748, True
2,3,0,40,1,0,5.04,5.04,1,0.823, False
2,3,0,41,2,0,1.82,1.82,0,0.559, True
2,3,0,42,2,1,0.27,0.27,0,1.599, False
2,3,0,43,3,0,1.41,1.41,0,0.831, True
2,3,0,44,3,1,4.54,4.54,1,1.354, True
2,3,0,45,2,1,0.78,0.78,0,2.418, False
2,3,0,46,3,1,3.05,3.05,1,0.89, True
2,3,0,47,3,0,4.71,4.71,0,0.655, True
2,3,0,48,2,0,1.37,1.37,0,1.234, True
2,3,0,49,2,1,3.8,3.8,1,0.65, True
2,4,0,0,5,0,2.9,2.9,0,0.724, True
2,4,0,1,5,1,3.66,3.66,1,0.362, True
2,4,0,2,4,1,0.27,0.27,1,0.66, True
2,4,0,3,4,1,1.67,1.67,1,0.666, True
2,4,0,4,3,1,5.75,5.75,1,0.532, True
2,4,0,5,3,0,0.2,0.2,1,0.327, False
2,4,0,6,4,0,0.84,0.84,1,0.81, False
2,4,0,7,5,1,5.87,5.87,1,0.527, True
2,4,0,8,5,1,1.3,1.3,1,0.543, True
2,4,0,9,4,1,3.82,3.82,0,0.834, False
2,4,0,10,5,0,4.91,4.91,0,0.639, True
2,4,0,11,5,0,3.26,3.26,0,0.69, True
2,4,0,12,4,0,3.03,3.03,0,0.479, True
2,4,0,13,4,0,4.83,4.83,0,0.53, True
2,4,0,14,3,0,0.69,0.69,1,0.623, False
2,4,0,15,4,1,2.22,2.22,0,0.61, False
2,4,0,16,5,0,2.83,2.83,0,0.589, True
2,4,0,17,5,0,2.06,2.06,0,0.562, True
2,4,0,18,4,1,1.92,1.92,0,0.594, False
2,4,0,19,5,1,0.32,0.32,0,0.682, False
2,4,0,20,6,1,3.2,3.2,1,0.423, True
2,4,0,21,6,0,1.38,1.38,0,0.559, True
2,4,0,22,5,1,3.23,3.23,1,1.055, True
2,4,0,23,5,0,3.57,3.57,0,0.53, True
2,4,0,24,4,1,3.26,3.26,1,0.703, True
2,4,0,25,4,1,2.37,2.37,1,0.711, True
2,4,0,26,3,0,1.41,1.41,0,0.679, True
2,4,0,27,3,0,0.43,0.43,0,0.559, True
2,4,0,28,2,0,2.58,2.58,0,0.532, True
2,4,0,29,2,1,2.61,2.61,1,0.676, True
2,4,0,30,1,0,5.83,5.83,0,0.703, True
2,4,0,31,1,0,1.43,1.43,0,0.764, True
2,4,0,32,1,1,1.98,1.98,1,0.711, True
2,4,0,33,1,1,5.58,5.58,0,0.647, False
2,4,0,34,2,1,3.6,3.6,1,0.957, True
2,4,0,35,2,0,4.05,4.05,0,0.567, True
2,4,0,36,1,0,1.72,1.72,1,1.098, False
2,4,0,37,2,1,2.78,2.78,0,0.717, False
2,4,0,38,3,1,2.23,2.23,1,0.655, True
2,4,0,39,3,1,2.46,2.46,0,0.711, False
2,4,0,40,4,1,4.75,4.75,1,0.556, True
2,4,0,41,4,0,1.06,1.06,0,0.591, True
2,4,0,42,3,0,3.51,3.51,0,0.999, True
2,4,0,43,3,0,1.83,1.83,1,0.77, False
2,4,0,44,4,0,3.09,3.09,0,1.138, True
2,4,0,45,4,1,2.41,2.41,1,0.62, True
2,4,0,46,3,1,4.87,4.87,1,0.652, True
2,4,0,47,3,1,5.07,5.07,1,0.639, True
2,4,0,48,2,0,2.14,2.14,0,0.863, True
2,4,0,49,2,0,5.81,5.81,1,0.671, False
2,5,1,0,9,1,3.31,0.17,0,1.487, False
2,5,1,1,10,0,2.64,5.78,1,1.146, False
2,5,1,2,11,1,3.29,0.15,1,0.788, True
2,5,1,3,11,1,4.83,1.69,0,1.3, False
2,5,1,4,12,0,4.26,1.12,1,1.711, False
2,5,1,5,13,1,0.39,3.54,1,0.727, True
2,5,1,6,13,0,5.8,2.66,0,0.794, True
2,5,1,7,12,1,0.08,3.22,1,0.719, True
2,5,1,8,12,1,5.76,2.61,1,0.676, True
2,5,1,9,11,0,1.89,5.03,0,0.671, True
2,5,1,10,11,0,0.57,3.71,0,0.631, True
2,5,1,11,10,1,4.37,1.22,0,0.954, False
2,5,1,12,11,0,0.22,3.36,0,0.602, True
2,5,1,13,11,0,5.25,2.11,1,0.631, False
2,5,1,14,12,0,1.87,5.01,0,0.637, True
2,5,1,15,12,1,1.17,4.32,1,0.861, True
2,5,1,16,11,0,0.98,4.13,0,0.636, True
2,5,1,17,11,1,3.64,0.5,1,0.591, True
2,5,1,18,10,0,5.46,2.32,0,0.631, True
2,5,1,19,10,0,0.58,3.73,0,0.62, True
2,5,1,20,9,1,2.71,5.86,1,0.602, True
2,5,1,21,9,1,1.34,4.48,1,0.612, True
2,5,1,22,8,1,1.54,4.68,1,0.482, True
2,5,1,23,8,1,0.69,3.83,1,0.535, True
2,5,1,24,7,1,0.39,3.53,1,0.524, True
2,5,1,25,7,0,1.7,4.84,0,0.631, True
2,5,1,26,6,1,5.32,2.18,1,0.519, True
2,5,1,27,6,1,3.7,0.56,0,0.85, False
2,5,1,28,7,0,2.92,6.06,0,0.863, True
2,5,1,29,7,0,3.95,0.8,0,1.122, True
2,5,1,30,6,0,1.53,4.67,0,0.658, True
2,5,1,31,6,0,1.16,4.3,0,0.538, True
2,5,1,32,5,0,0.83,3.97,0,0.551, True
2,5,1,33,5,1,5.06,1.92,1,1.287, True
2,5,1,34,4,0,2.47,5.62,0,1.012, True
2,5,1,35,4,0,4.02,0.88,0,0.754, True
2,5,1,36,3,1,0.32,3.46,0,0.602, False
2,5,1,37,4,1,5.13,1.99,0,0.773, False
2,5,1,38,5,1,3.32,0.18,1,0.786, True
2,5,1,39,5,0,5,1.86,0,1.058, True
2,5,1,40,4,0,4.74,1.6,0,0.775, True
2,5,1,41,4,1,4.14,0.99,0,0.996, False
2,5,1,42,5,0,6.15,3.01,0,0.703, True
2,5,1,43,5,0,1.62,4.76,0,0.813, True
2,5,1,44,4,0,1.01,4.16,0,0.57, True
2,5,1,45,4,0,3.22,0.08,0,0.557, True
2,5,1,46,3,0,2.32,5.46,0,0.652, True
2,5,1,47,3,0,0.21,3.35,0,0.799, True
2,5,1,48,2,1,0.96,4.1,1,0.767, True
2,5,1,49,2,1,6.2,3.06,1,1.5, True
2,6,1,0,9,0,1.84,4.98,0,0.78, True
2,6,1,1,9,0,5.73,2.59,0,0.7, True
2,6,1,2,8,0,0.77,3.91,0,0.495, True
2,6,1,3,8,1,2.85,5.99,1,0.565, True
2,6,1,4,7,1,3.71,0.57,1,1.18, True
2,6,1,5,7,1,1.15,4.29,1,0.508, True
2,6,1,6,6,0,2.98,6.12,0,0.932, True
2,6,1,7,6,0,0.02,3.16,0,0.663, True
2,6,1,8,5,0,5.25,2.11,0,0.828, True
2,6,1,9,5,0,0.2,3.34,1,0.532, False
2,6,1,10,6,1,4.35,1.2,1,0.607, True
2,6,1,11,6,1,2.76,5.9,0,0.794, False
2,6,1,12,7,1,5.27,2.13,0,0.943, False
2,6,1,13,8,0,0.15,3.29,0,0.7, True
2,6,1,14,8,1,3.58,0.44,1,1.052, True
2,6,1,15,7,0,0.52,3.66,0,0.626, True
2,6,1,16,7,1,5.2,2.05,0,1.231, False
2,6,1,17,8,0,1.36,4.5,0,0.589, True
2,6,1,18,8,0,3.79,0.65,1,1.124, False
2,6,1,19,9,1,1.63,4.77,1,0.567, True
2,6,1,20,9,0,3.25,0.11,0,0.698, True
2,6,1,21,8,0,5.02,1.87,0,0.826, True
2,6,1,22,8,1,1.81,4.96,1,0.674, True
2,6,1,23,7,0,0.01,3.15,0,0.701, True
2,6,1,24,7,1,6.04,2.89,1,0.978, True
2,6,1,25,6,1,0.38,3.53,1,0.538, True
2,6,1,26,6,1,1.95,5.09,1,0.812, True
2,6,1,27,5,1,2.58,5.72,1,0.711, True
2,6,1,28,5,0,1.72,4.86,0,0.749, True
2,6,1,29,4,1,3.23,0.09,1,0.764, True
2,6,1,30,4,0,1.73,4.87,0,0.668, True
2,6,1,31,3,1,6.07,2.93,1,0.807, True
2,6,1,32,3,1,5.29,2.15,1,0.847, True
2,6,1,33,2,0,3.32,0.18,0,0.687, True
2,6,1,34,2,1,6.26,3.12,1,0.679, True
2,6,1,35,1,0,4.74,1.6,1,1.364, False
2,6,1,36,2,0,0.34,3.48,0,0.783, True
2,6,1,37,2,0,0.21,3.35,1,0.759, False
2,6,1,38,3,0,3.04,6.19,0,1.17, True
2,6,1,39,3,1,5.64,2.49,1,0.868, True
2,6,1,40,2,1,4.55,1.41,1,0.938, True
2,6,1,41,2,0,2.89,6.03,0,1.756, True
2,6,1,42,1,1,4.65,1.5,1,0.709, True
2,6,1,43,1,0,1.28,4.42,1,0.679, False
2,6,1,44,2,0,5.47,2.33,0,0.906, True
2,6,1,45,2,0,2.2,5.35,0,0.775, True
2,6,1,46,1,1,4.64,1.49,1,0.778, True
2,6,1,47,1,0,3.88,0.74,0,0.604, True
2,6,1,48,1,0,1.12,4.26,1,0.639, False
2,6,1,49,2,1,5.28,2.13,1,0.727, True
2,7,0,0,5,0,5.75,5.75,0,1.375, True
2,7,0,1,5,1,5.9,5.9,1,1.65, True
2,7,0,2,4,0,0.35,0.35,0,1.186, True
2,7,0,3,4,1,0.57,0.57,0,0.98, False
2,7,0,4,5,0,0.87,0.87,0,1.954, True
2,7,0,5,5,1,2.39,2.39,0,1.487, False
2,7,0,6,6,1,6.05,6.05,0,1.098, False
2,7,0,7,7,1,3.67,3.67,1,0.743, True
2,7,0,8,7,1,2.23,2.23,1,0.61, True
2,7,0,9,6,1,1.36,1.36,1,0.463, True
2,7,0,10,6,0,5.43,5.43,1,0.37, False
2,7,0,11,7,0,1.69,1.69,0,0.543, True
2,7,0,12,7,1,3.77,3.77,1,0.543, True
2,7,0,13,6,1,2.07,2.07,1,0.434, True
2,7,0,14,6,1,0.35,0.35,1,0.37, True
2,7,0,15,5,1,4.95,4.95,1,0.338, True
2,7,0,16,5,1,1.57,1.57,1,0.359, True
2,7,0,17,4,1,6,6,0,0.834, False
2,7,0,18,5,1,5.56,5.56,1,0.418, True
2,7,0,19,5,0,0.51,0.51,1,1.114, False
2,7,0,20,6,1,0.99,0.99,1,0.479, True
2,7,0,21,6,1,1.58,1.58,1,0.482, True
2,7,0,22,5,1,1.82,1.82,1,0.903, True
2,7,0,23,5,0,1.77,1.77,0,0.594, True
2,7,0,24,4,1,3.88,3.88,1,0.564, True
2,7,0,25,4,0,0.79,0.79,1,1.514, False
2,7,0,26,5,0,0.31,0.31,0,0.684, True
2,7,0,27,5,0,2.8,2.8,0,0.618, True
2,7,0,28,4,0,2.93,2.93,0,1.229, True
2,7,0,29,4,1,5.49,5.49,1,0.583, True
2,7,0,30,3,0,3.55,3.55,0,0.751, True
2,7,0,31,3,1,4.37,4.37,1,0.746, True
2,7,0,32,2,0,1.53,1.53,0,0.594, True
2,7,0,33,2,0,0.97,0.97,1,0.866, False
2,7,0,34,3,1,1.34,1.34,0,0.57, False
2,7,0,35,4,1,3.49,3.49,1,0.562, True
2,7,0,36,4,0,0.48,0.48,0,0.663, True
2,7,0,37,3,0,5.48,5.48,0,0.724, True
2,7,0,38,3,1,0.71,0.71,1,0.959, True
2,7,0,39,2,1,2.48,2.48,0,0.613, False
2,7,0,40,3,0,5.87,5.87,0,0.663, True
2,7,0,41,3,0,0.04,0.04,1,0.844, False
2,7,0,42,4,1,2.37,2.37,1,0.668, True
2,7,0,43,4,0,4.19,4.19,0,0.663, True
2,7,0,44,3,1,0.32,0.32,1,0.714, True
2,7,0,45,3,0,5.18,5.18,0,0.799, True
2,7,0,46,2,1,6.12,6.12,1,0.836, True
2,7,0,47,2,1,5.87,5.87,0,0.642, False
2,7,0,48,3,0,4.35,4.35,0,0.796, True
2,7,0,49,3,0,2.42,2.42,1,0.828, False
21,0,0,0,20,0,6.12,6.12,0,63.048, True
21,0,0,1,20,1,0.99,0.99,1,1.032, True
21,0,0,2,19,0,5.43,5.43,0,0.923, True
21,0,0,3,19,1,3.71,3.71,1,0.824, True
21,0,0,4,18,0,4.07,4.07,0,0.717, True
21,0,0,5,18,0,3.81,3.81,0,0.776, True
21,0,0,6,17,1,0.27,0.27,1,0.579, True
21,0,0,7,17,1,1.63,1.63,1,0.706, True
21,0,0,8,16,0,2.99,2.99,0,0.539, True
21,0,0,9,16,1,6.25,6.25,1,0.491, True
21,1,1,0,20,0,4.76,1.62,0,1.843, True
21,1,1,1,20,0,5.39,2.25,0,0.672, True
21,1,1,2,19,0,5.95,2.81,0,0.563, True
21,1,1,3,19,1,4.69,1.55,1,0.624, True
21,1,1,4,18,0,3.25,0.11,0,0.445, True
21,1,1,5,18,0,5.43,2.29,1,0.437, False
21,1,1,6,19,1,1.7,4.84,1,0.744, True
21,1,1,7,19,1,4.73,1.59,1,0.683, True
21,1,1,8,18,0,2.81,5.95,0,0.72, True
21,1,1,9,18,0,0.65,3.79,0,0.568, True
21,2,0,0,9,0,4.33,4.33,1,0.688, False
21,2,0,1,10,1,1.9,1.9,1,0.496, True
21,2,0,2,10,1,4.81,4.81,1,0.528, True
21,2,0,3,9,0,0.65,0.65,0,0.563, True
21,2,0,4,9,0,2.88,2.88,0,0.523, True
21,2,0,5,8,0,1.44,1.44,0,0.512, True
21,2,0,6,8,1,5.4,5.4,1,0.493, True
21,2,0,7,7,0,1.62,1.62,0,0.458, True
21,2,0,8,7,1,5.14,5.14,1,0.557, True
21,2,0,9,6,0,0.82,0.82,0,0.483, True
21,2,0,10,6,1,4.52,4.52,1,0.523, True
21,2,0,11,5,1,0.36,0.36,1,0.653, True
21,2,0,12,5,0,6.03,6.03,0,0.555, True
21,2,0,13,4,1,2.29,2.29,0,0.64, False
21,2,0,14,5,0,1.36,1.36,0,0.568, True
21,2,0,15,5,0,0.05,0.05,0,0.536, True
21,2,0,16,4,0,6.04,6.04,0,0.522, True
21,2,0,17,4,0,2.77,2.77,0,0.509, True
21,2,0,18,3,1,0.03,0.03,1,1.691, True
21,2,0,19,3,1,2.55,2.55,1,0.523, True
21,2,0,20,2,0,4.99,4.99,0,0.573, True
21,2,0,21,2,1,2.29,2.29,0,0.73, False
21,2,0,22,3,0,3.16,3.16,0,0.52, True
21,2,0,23,3,0,3.57,3.57,0,0.664, True
21,2,0,24,2,1,1.67,1.67,1,0.501, True
21,2,0,25,2,1,4.22,4.22,0,0.565, False
21,2,0,26,3,0,5.04,5.04,0,0.573, True
21,2,0,27,3,0,4.03,4.03,0,0.635, True
21,2,0,28,2,0,1.13,1.13,0,0.736, True
21,2,0,29,2,0,3.03,3.03,0,0.619, True
21,2,0,30,1,0,5.56,5.56,1,1.155, False
21,2,0,31,2,0,0.9,0.9,0,0.787, True
21,2,0,32,2,1,4.02,4.02,0,1.005, False
21,2,0,33,3,1,4.32,4.32,1,0.573, True
21,2,0,34,3,1,2.21,2.21,1,0.603, True
21,2,0,35,2,1,4.51,4.51,1,0.901, True
21,2,0,36,2,0,5.92,5.92,1,1.219, False
21,2,0,37,3,1,6.12,6.12,0,0.805, False
21,2,0,38,4,0,5.86,5.86,0,0.672, True
21,2,0,39,4,0,0.77,0.77,0,0.56, True
21,2,0,40,3,0,5.78,5.78,0,1.416, True
21,2,0,41,3,0,6.05,6.05,0,0.635, True
21,2,0,42,2,0,2.7,2.7,0,0.707, True
21,2,0,43,2,1,4.26,4.26,1,0.597, True
21,2,0,44,1,1,1.47,1.47,0,0.632, False
21,2,0,45,2,1,1.59,1.59,0,0.613, False
21,2,0,46,3,0,1.12,1.12,0,0.68, True
21,2,0,47,3,0,3.05,3.05,0,0.653, True
21,2,0,48,2,0,0.22,0.22,0,0.613, True
21,2,0,49,2,0,0.77,0.77,1,1.056, False
21,3,1,0,5,1,5.67,2.53,0,0.757, False
21,3,1,1,6,1,5.31,2.16,1,0.696, True
21,3,1,2,6,1,5.87,2.73,1,0.96, True
21,3,1,3,5,0,3.84,0.7,1,0.773, False
21,3,1,4,6,0,0.6,3.74,0,0.651, True
21,3,1,5,6,0,2.84,5.99,0,0.699, True
21,3,1,6,5,1,5.96,2.82,1,0.701, True
21,3,1,7,5,1,2.32,5.46,1,0.629, True
21,3,1,8,4,1,3.19,0.05,0,0.891, False
21,3,1,9,5,1,5.39,2.25,1,0.651, True
21,3,1,10,5,1,1.89,5.03,1,0.68, True
21,3,1,11,4,0,0.76,3.9,1,0.76, False
21,3,1,12,5,1,5.04,1.89,1,0.664, True
21,3,1,13,5,1,4.4,1.25,1,0.6, True
21,3,1,14,4,0,2.92,6.06,0,0.629, True
21,3,1,15,4,1,1.45,4.59,1,0.693, True
21,3,1,16,3,0,0.45,3.6,1,0.744, False
21,3,1,17,4,1,1.26,4.4,1,0.571, True
21,3,1,18,4,1,0.55,3.69,1,0.565, True
21,3,1,19,3,1,1.1,4.25,1,0.8, True
21,3,1,20,3,0,1.12,4.26,1,0.813, False
21,3,1,21,4,1,1.03,4.17,1,1.277, True
21,3,1,22,4,1,0.81,3.95,1,0.906, True
21,3,1,23,3,1,6.08,2.94,1,0.888, True
21,3,1,24,3,1,1.38,4.52,1,0.984, True
21,3,1,25,2,1,2.51,5.65,1,1.072, True
21,3,1,26,2,1,3.19,0.04,1,1.184, True
21,3,1,27,1,0,5.28,2.14,1,0.773, False
21,3,1,28,2,0,0.49,3.63,1,2.493, False
21,3,1,29,3,1,2.97,6.11,1,1.275, True
21,3,1,30,3,0,2.41,5.55,0,1.413, True
21,3,1,31,2,0,3.65,0.51,1,1.627, False
21,3,1,32,3,1,5.05,1.91,1,1.707, True
21,3,1,33,3,0,6.09,2.95,1,0.717, False
21,3,1,34,4,1,1.02,4.16,0,1.541, False
21,3,1,35,5,0,5.87,2.73,1,0.989, False
21,3,1,36,6,1,2.58,5.72,1,0.971, True
21,3,1,37,6,1,1.79,4.94,0,1.285, False
21,3,1,38,7,0,3.49,0.35,1,0.699, False
21,3,1,39,8,0,5.53,2.39,0,0.672, True
21,3,1,40,8,1,6.01,2.87,1,0.528, True
21,3,1,41,7,1,5.01,1.87,1,0.592, True
21,3,1,42,7,1,0.1,3.24,1,0.509, True
21,3,1,43,6,0,0.94,4.09,0,0.621, True
21,3,1,44,6,1,5.43,2.29,1,0.691, True
21,3,1,45,5,1,6.11,2.97,1,0.667, True
21,3,1,46,5,1,5.68,2.54,1,0.629, True
21,3,1,47,4,1,1.32,4.47,1,0.874, True
21,3,1,48,4,0,5.33,2.19,0,0.594, True
21,3,1,49,3,0,3.55,0.41,1,0.84, False
21,4,1,0,5,0,6.03,2.89,1,0.661, False
21,4,1,1,6,1,5.32,2.18,1,0.624, True
21,4,1,2,6,1,0.56,3.7,1,0.597, True
21,4,1,3,5,0,1.04,4.18,0,1.813, True
21,4,1,4,5,1,6.22,3.08,1,0.669, True
21,4,1,5,4,1,5.85,2.71,1,0.922, True
21,4,1,6,4,0,4.64,1.5,1,0.712, False
21,4,1,7,5,1,1.81,4.95,1,1.421, True
21,4,1,8,5,1,2.25,5.39,1,1.032, True
21,4,1,9,4,0,3.79,0.65,1,0.899, False
21,4,1,10,5,1,5.14,2,1,0.672, True
21,4,1,11,5,0,3.18,0.04,1,1.549, False
21,4,1,12,6,0,4.36,1.22,0,1.867, True
21,4,1,13,6,0,0.88,4.02,1,0.731, False
21,4,1,14,7,0,2.43,5.57,1,1.392, False
21,4,1,15,8,0,1.54,4.68,0,0.733, True
21,4,1,16,8,0,3.72,0.58,1,1.56, False
21,4,1,17,9,1,5.65,2.5,1,0.747, True
21,4,1,18,9,0,5.19,2.05,0,0.829, True
21,4,1,19,8,1,3.99,0.85,1,0.637, True
21,4,1,20,8,0,4.94,1.8,0,0.648, True
21,4,1,21,7,0,2.01,5.15,0,0.808, True
21,4,1,22,7,1,2.86,6,1,0.635, True
21,4,1,23,6,1,3.27,0.12,1,0.627, True
21,4,1,24,6,1,3.68,0.54,1,0.597, True
21,4,1,25,5,0,4.56,1.42,0,0.629, True
21,4,1,26,5,1,2.09,5.23,1,0.651, True
21,4,1,27,4,1,4.12,0.98,1,0.589, True
21,4,1,28,4,0,4.9,1.76,1,0.643, False
21,4,1,29,5,1,3.43,0.28,1,0.605, True
21,4,1,30,5,0,1.56,4.7,0,0.784, True
21,4,1,31,4,0,4.82,1.68,1,0.616, False
21,4,1,32,5,1,0.18,3.32,1,0.602, True
21,4,1,33,5,1,1.73,4.87,1,0.712, True
21,4,1,34,4,0,0.96,4.1,0,0.704, True
21,4,1,35,4,0,1.83,4.97,1,0.818, False
21,4,1,36,5,0,4.91,1.76,1,0.576, False
21,4,1,37,6,1,1.1,4.24,1,0.602, True
21,4,1,38,6,1,3.81,0.67,1,0.589, True
21,4,1,39,5,0,1.04,4.18,1,0.592, False
21,4,1,40,6,1,3.01,6.15,1,0.541, True
21,4,1,41,6,1,2.05,5.19,1,0.997, True
21,4,1,42,5,1,0.33,3.47,1,0.688, True
21,4,1,43,5,1,4.94,1.8,1,0.589, True
21,4,1,44,4,1,3.66,0.51,1,0.765, True
21,4,1,45,4,0,5.45,2.31,1,0.781, False
21,4,1,46,5,1,1.64,4.78,1,0.8, True
21,4,1,47,5,1,4.28,1.14,1,0.762, True
21,4,1,48,4,1,3.5,0.36,1,0.955, True
21,4,1,49,4,1,4.03,0.88,1,0.853, True
21,5,0,0,9,0,3.3,3.3,1,1.941, False
21,5,0,1,10,1,0.12,0.12,1,0.661, True
21,5,0,2,10,0,1.61,1.61,0,0.584, True
21,5,0,3,9,1,5.99,5.99,1,0.467, True
21,5,0,4,9,0,3.4,3.4,0,0.504, True
21,5,0,5,8,1,1.45,1.45,1,0.515, True
21,5,0,6,8,1,3.89,3.89,1,0.525, True
21,5,0,7,7,0,3.18,3.18,0,0.635, True
21,5,0,8,7,0,3.62,3.62,1,1.525, False
21,5,0,9,8,1,2.52,2.52,1,0.611, True
21,5,0,10,8,0,1.95,1.95,0,0.565, True
21,5,0,11,7,0,5.09,5.09,0,0.693, True
21,5,0,12,7,0,5.18,5.18,0,0.459, True
21,5,0,13,6,0,1.98,1.98,0,0.517, True
21,5,0,14,6,1,4.14,4.14,0,0.589, False
21,5,0,15,7,0,3.04,3.04,0,0.498, True
21,5,0,16,7,1,6.17,6.17,1,0.507, True
21,5,0,17,6,1,5.97,5.97,1,0.472, True
21,5,0,18,6,0,2.18,2.18,0,0.557, True
21,5,0,19,5,0,5.75,5.75,0,0.451, True
21,5,0,20,5,0,5.88,5.88,0,0.488, True
21,5,0,21,4,1,0.83,0.83,1,0.437, True
21,5,0,22,4,0,4.68,4.68,0,0.485, True
21,5,0,23,3,0,2.72,2.72,0,0.448, True
21,5,0,24,3,0,1.88,1.88,0,0.509, True
21,5,0,25,2,1,1.5,1.5,0,0.61, False
21,5,0,26,3,1,0.34,0.34,1,0.557, True
21,5,0,27,3,0,0.75,0.75,0,0.493, True
21,5,0,28,2,1,5.27,5.27,0,0.648, False
21,5,0,29,3,0,0.54,0.54,0,0.597, True
21,5,0,30,3,1,5.77,5.77,0,0.677, False
21,5,0,31,4,0,2.48,2.48,0,0.488, True
21,5,0,32,4,1,3.28,3.28,1,0.53, True
21,5,0,33,3,1,2.2,2.2,1,0.488, True
21,5,0,34,3,1,3.41,3.41,0,0.635, False
21,5,0,35,4,0,1.83,1.83,0,0.49, True
21,5,0,36,4,1,0.31,0.31,0,0.64, False
21,5,0,37,5,1,3.14,3.14,1,0.501, True
21,5,0,38,5,0,0.37,0.37,0,0.547, True
21,5,0,39,4,0,5.77,5.77,0,0.744, True
21,5,0,40,4,1,4.17,4.17,1,0.514, True
21,5,0,41,3,0,3.69,3.69,0,0.533, True
21,5,0,42,3,1,4.88,4.88,1,0.552, True
21,5,0,43,2,0,3.02,3.02,0,0.512, True
21,5,0,44,2,1,5.2,5.2,0,0.664, False
21,5,0,45,3,1,5.48,5.48,1,0.589, True
21,5,0,46,3,1,5.74,5.74,1,1.205, True
21,5,0,47,2,1,1.6,1.6,1,0.661, True
21,5,0,48,2,1,5.9,5.9,0,0.549, False
21,5,0,49,3,1,4.53,4.53,1,0.491, True
21,6,0,0,9,0,2.97,2.97,0,0.528, True
21,6,0,1,9,0,0.88,0.88,0,0.627, True
21,6,0,2,8,0,3.46,3.46,0,0.554, True
21,6,0,3,8,0,0.41,0.41,0,0.472, True
21,6,0,4,7,0,3.34,3.34,0,0.506, True
21,6,0,5,7,0,4.84,4.84,0,0.635, True
21,6,0,6,6,0,0.71,0.71,0,0.514, True
21,6,0,7,6,0,2.72,2.72,0,0.499, True
21,6,0,8,5,0,2.04,2.04,0,0.498, True
21,6,0,9,5,0,2.82,2.82,0,0.432, True
21,6,0,10,4,0,0.95,0.95,0,0.464, True
21,6,0,11,4,0,0.33,0.33,0,0.434, True
21,6,0,12,3,0,0.23,0.23,0,0.514, True
21,6,0,13,3,0,0.42,0.42,0,0.408, True
21,6,0,14,2,0,0.06,0.06,0,0.44, True
21,6,0,15,2,0,1.63,1.63,0,0.507, True
21,6,0,16,1,1,2.29,2.29,0,0.6, False
21,6,0,17,2,1,4.82,4.82,0,0.664, False
21,6,0,18,3,0,1.74,1.74,0,0.488, True
21,6,0,19,3,1,3.85,3.85,0,1.458, False
21,6,0,20,4,1,1.58,1.58,1,0.512, True
21,6,0,21,4,1,0.55,0.55,1,0.48, True
21,6,0,22,3,1,3.04,3.04,0,1.146, False
21,6,0,23,4,0,0.86,0.86,0,0.589, True
21,6,0,24,4,1,5.63,5.63,1,0.469, True
21,6,0,25,3,0,0.16,0.16,0,0.699, True
21,6,0,26,3,1,0.57,0.57,1,0.48, True
21,6,0,27,2,1,0.56,0.56,1,0.6, True
21,6,0,28,2,0,3.14,3.14,0,0.581, True
21,6,0,29,1,0,1.01,1.01,1,0.661, False
