sub,blk,blkType,trl,dur,isLet,oriT,oriC,resp,rt,acc
0,0,0,0,20,0,5.1,5.1,0,6.919, True
0,0,0,1,20,1,2.88,2.88,1,0.933, True
0,0,0,2,19,1,3.35,3.35,1,0.882, True
0,0,0,3,19,0,5.71,5.71,0,0.663, True
0,0,0,4,18,1,5.31,5.31,1,0.802, True
0,0,0,5,18,0,2.63,2.63,0,0.757, True
0,0,0,6,17,1,2.94,2.94,1,0.613, True
0,0,0,7,17,1,2.87,2.87,1,0.482, True
0,0,0,8,16,0,4.89,4.89,0,0.533, True
0,0,0,9,16,1,4.1,4.1,1,0.514, True
0,1,1,0,20,1,2.01,5.15,1,0.583, True
0,1,1,1,20,0,2.77,5.91,0,0.605, True
0,1,1,2,19,1,0.54,3.68,1,0.423, True
0,1,1,3,19,0,0.07,3.21,0,0.621, True
0,1,1,4,18,0,2.41,5.55,0,0.746, True
0,1,1,5,18,1,3.13,6.27,1,0.506, True
0,1,1,6,17,1,4.2,1.06,1,0.589, True
0,1,1,7,17,0,0.64,3.78,1,0.818, False
0,1,1,8,18,1,5.09,1.95,1,1.029, True
0,1,1,9,18,0,3.29,0.14,0,0.559, True
0,2,1,0,9,1,4.67,1.53,0,0.946, False
0,2,1,1,10,1,5.54,2.4,1,0.882, True
0,2,1,2,10,0,1.03,4.17,0,0.607, True
0,2,1,3,9,0,3.52,0.38,0,0.501, True
0,2,1,4,9,1,2.24,5.38,1,0.466, True
0,2,1,5,8,0,5.02,1.88,0,0.479, True
0,2,1,6,8,0,2.21,5.35,1,0.714, False
0,2,1,7,9,0,2.03,5.17,0,0.44, True
0,2,1,8,9,0,0.54,3.68,0,0.503, True
0,2,1,9,8,0,1.21,4.36,0,0.49, True
0,2,1,10,8,1,0.99,4.13,1,0.41, True
0,2,1,11,7,0,4.9,1.76,1,0.554, False
0,2,1,12,8,1,0.58,3.72,1,0.49, True
0,2,1,13,8,1,2.31,5.46,1,0.506, True
0,2,1,14,7,0,4.36,1.22,0,0.535, True
0,2,1,15,7,0,3.62,0.48,0,0.938, True
0,2,1,16,6,1,5.35,2.21,1,0.383, True
0,2,1,17,6,1,6.12,2.98,1,0.813, True
0,2,1,18,5,1,0.83,3.97,1,0.503, True
0,2,1,19,5,1,1.05,4.19,1,0.399, True
0,2,1,20,4,0,3.19,0.05,1,0.573, False
0,2,1,21,5,1,5.96,2.82,1,0.365, True
0,2,1,22,5,1,2.44,5.58,1,0.517, True
0,2,1,23,4,1,3.42,0.27,1,0.666, True
0,2,1,24,4,1,6.13,2.99,1,0.383, True
0,2,1,25,3,1,2.43,5.57,1,0.469, True
0,2,1,26,3,0,1.14,4.28,1,0.463, False
0,2,1,27,4,1,5.75,2.6,1,0.666, True
0,2,1,28,4,0,3.38,0.24,0,0.474, True
0,2,1,29,3,0,4.22,1.08,1,0.743, False
0,2,1,30,4,0,4.03,0.89,1,0.807, False
0,2,1,31,5,0,4.72,1.58,1,0.805, False
0,2,1,32,6,1,4.16,1.02,0,0.802, False
0,2,1,33,7,0,0.09,3.24,0,0.623, True
0,2,1,34,7,0,6.02,2.87,0,0.506, True
0,2,1,35,6,1,5.15,2,1,0.455, True
0,2,1,36,6,1,0.43,3.57,1,0.541, True
0,2,1,37,5,0,5.02,1.87,0,0.551, True
0,2,1,38,5,0,1.14,4.28,0,0.629, True
0,2,1,39,4,1,4.29,1.15,0,0.703, False
0,2,1,40,5,1,5.95,2.81,1,0.52, True
0,2,1,41,5,0,5.16,2.02,1,0.778, False
0,2,1,42,6,0,6.1,2.96,0,0.562, True
0,2,1,43,6,1,4.03,0.89,1,1.085, True
0,2,1,44,5,0,4.7,1.56,1,0.773, False
0,2,1,45,6,1,1.58,4.72,1,0.519, True
0,2,1,46,6,1,5.87,2.73,1,0.474, True
0,2,1,47,5,1,2.64,5.78,1,0.503, True
0,2,1,48,5,1,4.62,1.48,1,0.647, True
0,2,1,49,4,1,3.3,0.16,1,0.517, True
0,3,0,0,5,1,3.42,3.42,1,0.895, True
0,3,0,1,5,1,5.37,5.37,1,0.874, True
0,3,0,2,4,0,5.98,5.98,0,0.714, True
0,3,0,3,4,1,1.17,1.17,0,0.674, False
0,3,0,4,5,1,0.09,0.09,1,0.567, True
0,3,0,5,5,0,1.75,1.75,1,0.751, False
0,3,0,6,6,0,2.88,2.88,1,0.639, False
0,3,0,7,7,0,2.52,2.52,0,0.554, True
0,3,0,8,7,0,3.27,3.27,0,0.538, True
0,3,0,9,6,1,5.86,5.86,1,0.581, True
0,3,0,10,6,1,4.59,4.59,1,0.677, True
0,3,0,11,5,0,0.07,0.07,1,0.709, False
0,3,0,12,6,1,2.82,2.82,1,0.527, True
0,3,0,13,6,1,4.12,4.12,1,0.487, True
0,3,0,14,5,0,3.04,3.04,1,0.65, False
0,3,0,15,6,0,0.33,0.33,0,0.562, True
0,3,0,16,6,1,4.59,4.59,1,0.474, True
0,3,0,17,5,0,1.14,1.14,0,0.453, True
0,3,0,18,5,0,3.67,3.67,1,0.959, False
0,3,0,19,6,1,2.36,2.36,1,0.554, True
0,3,0,20,6,1,4.24,4.24,1,0.538, True
0,3,0,21,5,0,2.01,2.01,0,1.151, True
0,3,0,22,5,0,0.36,0.36,0,0.751, True
0,3,0,23,4,1,2.26,2.26,1,0.463, True
0,3,0,24,4,1,1.43,1.43,1,0.605, True
0,3,0,25,3,1,1.86,1.86,1,0.637, True
0,3,0,26,3,0,2.81,2.81,1,0.773, False
0,3,0,27,4,0,2.11,2.11,0,0.751, True
0,3,0,28,4,1,2.64,2.64,1,0.543, True
0,3,0,29,3,1,4.36,4.36,1,0.565, True
0,3,0,30,3,1,4,4,1,0.607, True
0,3,0,31,2,0,0.19,0.19,0,0.479, True
0,3,0,32,2,1,3.91,3.91,1,0.698, True
0,3,0,33,1,0,1.46,1.46,1,0.565, False
0,3,0,34,2,1,0.24,0.24,0,0.754, False
0,3,0,35,3,0,1.05,1.05,1,0.703, False
0,3,0,36,4,1,1.96,1.96,1,0.495, True
0,3,0,37,4,1,0.35,0.35,1,0.797, True
0,3,0,38,3,0,0.08,0.08,0,0.466, True
0,3,0,39,3,0,3.64,3.64,0,0.629, True
0,3,0,40,2,1,4.76,4.76,1,0.549, True
0,3,0,41,2,1,3.32,3.32,1,0.461, True
0,3,0,42,1,1,1.97,1.97,1,0.421, True
0,3,0,43,1,0,0.81,0.81,1,0.471, False
0,3,0,44,2,0,5.63,5.63,0,0.549, True
0,3,0,45,2,0,5.52,5.52,0,0.679, True
0,3,0,46,1,1,0.29,0.29,0,0.381, False
0,3,0,47,2,0,1.51,1.51,0,0.661, True
0,3,0,48,2,0,0.51,0.51,1,0.695, False
0,3,0,49,3,1,5.95,5.95,1,0.701, True
0,4,0,0,5,0,3.83,3.83,0,1.066, True
0,4,0,1,5,0,3.69,3.69,0,0.73, True
0,4,0,2,4,1,4.17,4.17,1,0.49, True
0,4,0,3,4,0,6.07,6.07,1,1.253, False
0,4,0,4,5,0,3.25,3.25,0,0.863, True
0,4,0,5,5,0,1.73,1.73,0,0.546, True
0,4,0,6,4,0,0.52,0.52,1,0.967, False
0,4,0,7,5,1,0.33,0.33,1,0.383, True
0,4,0,8,5,0,0.75,0.75,1,0.73, False
0,4,0,9,6,1,2.35,2.35,1,0.487, True
0,4,0,10,6,0,0.37,0.37,0,0.514, True
0,4,0,11,5,1,2.63,2.63,1,0.421, True
0,4,0,12,5,0,3.04,3.04,1,0.935, False
0,4,0,13,6,0,4.26,4.26,0,0.866, True
0,4,0,14,6,1,5.04,5.04,1,0.394, True
0,4,0,15,5,0,4.09,4.09,0,1.25, True
0,4,0,16,5,0,5.85,5.85,1,0.853, False
0,4,0,17,6,0,0.01,0.01,0,0.618, True
0,4,0,18,6,1,0.13,0.13,1,0.503, True
0,4,0,19,5,1,2.79,2.79,1,0.535, True
0,4,0,20,5,0,2.89,2.89,0,0.554, True
0,4,0,21,4,0,2.6,2.6,0,0.533, True
0,4,0,22,4,1,1.44,1.44,0,0.607, False
0,4,0,23,5,0,5.83,5.83,0,0.762, True
0,4,0,24,5,1,0.71,0.71,1,0.407, True
0,4,0,25,4,1,0.41,0.41,1,0.482, True
0,4,0,26,4,0,3.19,3.19,0,0.557, True
0,4,0,27,3,0,2.13,2.13,0,0.663, True
0,4,0,28,3,0,3.73,3.73,0,0.909, True
0,4,0,29,2,0,6.18,6.18,1,0.877, False
0,4,0,30,3,0,4.97,4.97,0,0.855, True
0,4,0,31,3,0,6.1,6.1,0,0.522, True
0,4,0,32,2,1,2.32,2.32,0,0.85, False
0,4,0,33,3,0,2.77,2.77,0,0.57, True
0,4,0,34,3,1,5.94,5.94,0,0.703, False
0,4,0,35,4,0,2.66,2.66,1,0.626, False
0,4,0,36,5,0,3.96,3.96,0,0.535, True
0,4,0,37,5,0,3.75,3.75,0,0.525, True
0,4,0,38,4,1,1.28,1.28,0,1.09, False
0,4,0,39,5,0,5.53,5.53,0,0.519, True
0,4,0,40,5,0,1.43,1.43,1,0.855, False
0,4,0,41,6,0,5.52,5.52,0,0.554, True
0,4,0,42,6,1,5.86,5.86,1,0.487, True
0,4,0,43,5,1,5.15,5.15,1,0.421, True
0,4,0,44,5,1,5.69,5.69,1,0.41, True
0,4,0,45,4,0,5.61,5.61,1,0.901, False
0,4,0,46,5,1,5.36,5.36,1,0.418, True
0,4,0,47,5,0,5.72,5.72,0,0.562, True
0,4,0,48,4,1,1.83,1.83,1,0.989, True
0,4,0,49,4,1,2.37,2.37,1,0.477, True
0,5,1,0,9,1,0.97,4.11,1,0.45, True
0,5,1,1,9,0,4.02,0.87,0,0.485, True
0,5,1,2,8,1,0.84,3.98,1,0.418, True
0,5,1,3,8,0,5.46,2.32,0,0.578, True
0,5,1,4,7,0,3.41,0.27,0,0.479, True
0,5,1,5,7,0,0.23,3.37,0,0.615, True
0,5,1,6,6,0,2.98,6.12,1,0.677, False
0,5,1,7,7,1,2.47,5.61,1,0.447, True
0,5,1,8,7,0,0.62,3.76,0,1.119, True
0,5,1,9,6,0,4.79,1.65,0,0.837, True
0,5,1,10,6,1,3.39,0.25,1,0.498, True
0,5,1,11,5,1,3.17,0.03,1,0.463, True
0,5,1,12,5,1,2.95,6.09,1,0.631, True
0,5,1,13,4,0,5.49,2.35,0,0.621, True
0,5,1,14,4,0,1.25,4.39,1,0.487, False
0,5,1,15,5,0,2.89,6.03,0,0.56, True
0,5,1,16,5,1,3.06,6.21,1,0.514, True
0,5,1,17,4,1,3.03,6.18,1,0.621, True
0,5,1,18,4,1,5.38,2.24,1,0.783, True
0,5,1,19,3,0,3.53,0.39,0,0.706, True
0,5,1,20,3,1,0.34,3.48,0,0.903, False
0,5,1,21,4,0,2.44,5.58,0,0.581, True
0,5,1,22,4,1,6.1,2.96,0,0.613, False
0,5,1,23,5,0,5.58,2.44,1,0.938, False
0,5,1,24,6,1,3.59,0.45,1,0.517, True
0,5,1,25,6,0,0.87,4.01,0,0.837, True
0,5,1,26,5,0,3.56,0.42,0,0.962, True
0,5,1,27,5,1,0.89,4.03,1,0.618, True
0,5,1,28,4,1,3.05,6.19,1,0.863, True
0,5,1,29,4,0,0.49,3.63,1,0.917, False
0,5,1,30,5,0,4.65,1.5,0,0.869, True
0,5,1,31,5,0,4.49,1.35,0,1.322, True
0,5,1,32,4,1,4.97,1.83,1,1.117, True
0,5,1,33,4,0,3.83,0.69,0,0.869, True
0,5,1,34,3,0,1.5,4.64,1,1.01, False
0,5,1,35,4,0,2.94,6.08,0,0.73, True
0,5,1,36,4,0,5.51,2.37,1,0.565, False
0,5,1,37,5,1,0.39,3.53,0,1.503, False
0,5,1,38,6,1,4.68,1.54,1,0.597, True
0,5,1,39,6,1,0.29,3.43,1,0.917, True
0,5,1,40,5,0,1.77,4.92,1,0.597, False
0,5,1,41,6,1,2.16,5.3,1,0.597, True
0,5,1,42,6,0,1.37,4.51,1,0.823, False
0,5,1,43,7,1,3.37,0.22,1,0.709, True
0,5,1,44,7,0,4.19,1.05,0,0.463, True
0,5,1,45,6,0,1.35,4.49,0,0.485, True
0,5,1,46,6,0,3.98,0.84,1,1.213, False
0,5,1,47,7,0,2.36,5.5,0,0.583, True
0,5,1,48,7,1,3.73,0.59,1,0.599, True
0,5,1,49,6,1,2.17,5.31,1,0.471, True
0,6,1,0,9,0,4.69,1.55,1,0.97, False
0,6,1,1,10,0,1.14,4.29,1,0.453, False
0,6,1,2,11,0,5.99,2.84,0,0.57, True
0,6,1,3,11,1,0.31,3.45,1,0.551, True
0,6,1,4,10,0,5.1,1.95,0,0.629, True
0,6,1,5,10,0,0.38,3.52,0,0.57, True
0,6,1,6,9,0,3.26,0.12,1,1.906, False
0,6,1,7,10,0,4.45,1.31,0,0.501, True
0,6,1,8,10,1,4.98,1.84,1,0.653, True
0,6,1,9,9,0,0.86,4,0,0.559, True
0,6,1,10,9,0,5.22,2.08,0,0.626, True
0,6,1,11,8,0,5.46,2.32,0,0.487, True
0,6,1,12,8,0,3.31,0.17,0,0.626, True
0,6,1,13,7,0,2.67,5.81,1,1.002, False
0,6,1,14,8,0,2.27,5.41,0,0.509, True
0,6,1,15,8,1,1.73,4.87,1,0.514, True
0,6,1,16,7,0,3.49,0.35,0,1.335, True
0,6,1,17,7,0,2.3,5.44,0,1.106, True
0,6,1,18,6,0,2.32,5.46,1,0.647, False
0,6,1,19,7,1,3.59,0.44,1,0.511, True
0,6,1,20,7,0,2.46,5.61,0,0.495, True
0,6,1,21,6,1,5.73,2.59,1,0.49, True
0,6,1,22,6,1,5.48,2.34,1,0.501, True
0,6,1,23,5,0,3.7,0.55,1,0.549, False
0,6,1,24,6,1,6.27,3.13,1,0.799, True
0,6,1,25,6,1,5.96,2.82,1,0.402, True
0,6,1,26,5,0,1.69,4.83,1,0.674, False
0,6,1,27,6,1,0.75,3.89,1,0.442, True
0,6,1,28,6,0,6.15,3.01,1,0.733, False
0,6,1,29,7,1,1.85,4.99,1,0.471, True
0,6,1,30,7,1,1,4.14,1,0.479, True
0,6,1,31,6,1,4.86,1.72,1,0.682, True
0,6,1,32,6,0,1.17,4.31,1,0.522, False
0,6,1,33,7,0,3.14,6.28,0,0.541, True
0,6,1,34,7,0,4.65,1.51,0,0.469, True
0,6,1,35,6,1,4.44,1.3,1,0.437, True
0,6,1,36,6,1,0.89,4.03,1,0.394, True
0,6,1,37,5,1,5.25,2.11,1,0.391, True
0,6,1,38,5,1,1.14,4.28,1,0.381, True
0,6,1,39,4,1,3.06,6.2,1,0.399, True
0,6,1,40,4,1,4.66,1.52,1,0.359, True
0,6,1,41,3,0,2.18,5.32,1,0.533, False
0,6,1,42,4,0,2.35,5.49,0,0.631, True
0,6,1,43,4,1,3.91,0.77,1,0.693, True
0,6,1,44,3,0,5.87,2.73,0,0.541, True
0,6,1,45,3,1,3.01,6.15,0,0.786, False
0,6,1,46,4,0,2.61,5.75,1,0.551, False
0,6,1,47,5,0,0.21,3.36,0,0.666, True
0,6,1,48,5,1,5.77,2.63,1,0.554, True
0,6,1,49,4,1,5.01,1.87,1,0.479, True
0,7,0,0,5,0,1.87,1.87,0,1.229, True
0,7,0,1,5,0,4.09,4.09,0,0.567, True
0,7,0,2,4,0,1.8,1.8,1,1.506, False
0,7,0,3,5,1,0.9,0.9,1,1.303, True
0,7,0,4,5,0,0.15,0.15,0,0.57, True
0,7,0,5,4,0,0.18,0.18,0,0.706, True
0,7,0,6,4,1,2.52,2.52,1,0.471, True
0,7,0,7,3,1,4.65,4.65,1,0.605, True
0,7,0,8,3,0,5.1,5.1,0,1.069, True
0,7,0,9,2,1,5.95,5.95,1,0.717, True
0,7,0,10,2,0,0.77,0.77,0,0.543, True
0,7,0,11,1,0,5.54,5.54,0,0.695, True
0,7,0,12,1,0,4.63,4.63,0,0.845, True
0,7,0,13,1,1,0.96,0.96,1,0.674, True
0,7,0,14,1,0,1.03,1.03,0,0.762, True
0,7,0,15,1,1,6.27,6.27,1,0.439, True
0,7,0,16,1,0,1.84,1.84,0,0.906, True
0,7,0,17,1,1,4.75,4.75,0,0.815, False
0,7,0,18,2,1,0.78,0.78,1,0.495, True
0,7,0,19,2,1,4.95,4.95,1,0.65, True
0,7,0,20,1,1,4.32,4.32,1,0.466, True
0,7,0,21,1,1,3.87,3.87,1,0.426, True
0,7,0,22,1,0,6.05,6.05,0,0.471, True
0,7,0,23,1,0,1.6,1.6,0,0.642, True
0,7,0,24,1,0,3.72,3.72,0,0.437, True
0,7,0,25,1,0,0.08,0.08,0,0.482, True
0,7,0,26,1,1,4.15,4.15,0,0.634, False
0,7,0,27,2,0,3.41,3.41,0,0.08, True
0,7,0,28,2,0,6.06,6.06,1,0.415, False
0,7,0,29,3,1,4.65,4.65,1,0.333, True
0,7,0,30,3,1,3.68,3.68,1,0.487, True
0,7,0,31,2,1,4.11,4.11,0,0.834, False
0,7,0,32,3,1,2.41,2.41,1,0.434, True
0,7,0,33,3,1,4.03,4.03,1,0.693, True
0,7,0,34,2,0,3.3,3.3,1,0.429, False
0,7,0,35,3,1,6.11,6.11,1,0.418, True
0,7,0,36,3,1,1.73,1.73,1,0.487, True
0,7,0,37,2,1,1.46,1.46,1,0.64, True
0,7,0,38,2,0,4.76,4.76,0,1.034, True
0,7,0,39,1,0,3.4,3.4,1,0.498, False
0,7,0,40,2,0,2.4,2.4,1,0.813, False
0,7,0,41,3,1,0.26,0.26,1,0.391, True
0,7,0,42,3,0,5.99,5.99,0,0.655, True
0,7,0,43,2,1,6.08,6.08,1,0.573, True
0,7,0,44,2,0,1.23,1.23,0,0.818, True
0,7,0,45,1,1,3.46,3.46,1,0.861, True
0,7,0,46,1,1,1.06,1.06,1,0.61, True
0,7,0,47,1,1,5.45,5.45,0,0.682, False
0,7,0,48,2,0,5.08,5.08,1,0.677, False
0,7,0,49,3,1,0.69,0.69,1,0.466, True
1,0,0,0,20,1,2.54,2.54,1,2.225, True
1,0,0,1,20,1,1.66,1.66,1,0.705, True
1,0,0,2,19,1,5.73,5.73,1,0.521, True
1,0,0,3,19,1,0.55,0.55,1,0.577, True
1,0,0,4,18,0,1.09,1.09,0,1.145, True
1,0,0,5,18,0,1.87,1.87,1,0.985, False
1,0,0,6,19,0,3.25,3.25,0,0.596, True
1,0,0,7,19,1,0.65,0.65,1,0.801, True
1,0,0,8,18,0,4.79,4.79,0,0.716, True
1,0,0,9,18,1,1.86,1.86,1,0.66, True
1,1,1,0,20,0,1.51,4.65,0,0.985, True
1,1,1,1,20,1,1.37,4.52,1,0.615, True
1,1,1,2,19,0,2.42,5.57,0,0.606, True
1,1,1,3,19,0,0.69,3.83,1,0.513, False
1,1,1,4,20,1,2.11,5.26,0,0.465, False
1,1,1,5,21,1,1.77,4.91,1,0.692, True
1,1,1,6,21,1,6.11,2.96,1,0.484, True
1,1,1,7,20,1,3.81,0.67,0,0.479, False
1,1,1,8,21,1,5.2,2.06,1,0.708, True
1,1,1,9,21,0,5.74,2.6,0,1.017, True
1,2,1,0,9,1,3.88,0.74,0,0.513, False
1,2,1,1,10,0,1.64,4.78,1,0.641, False
1,2,1,2,11,0,4.63,1.49,0,0.631, True
1,2,1,3,11,1,4.97,1.83,1,0.572, True
1,2,1,4,10,0,1.88,5.03,0,0.692, True
1,2,1,5,10,0,1.09,4.23,1,0.599, False
1,2,1,6,11,0,1.11,4.25,0,0.676, True
1,2,1,7,11,0,3.65,0.51,1,0.719, False
1,2,1,8,12,1,2.87,6.01,0,0.612, False
1,2,1,9,13,0,3.54,0.4,1,0.679, False
1,2,1,10,14,1,1.32,4.46,1,0.961, True
1,2,1,11,14,0,2.34,5.49,0,0.583, True
1,2,1,12,13,1,4.58,1.44,1,0.849, True
1,2,1,13,13,0,3.88,0.73,0,0.785, True
1,2,1,14,12,1,1.43,4.57,0,0.759, False
1,2,1,15,13,1,3.28,0.14,0,0.991, False
1,2,1,16,14,1,5.67,2.53,0,0.934, False
1,2,1,17,15,0,5.77,2.63,0,0.951, True
1,2,1,18,15,1,5.56,2.42,1,0.79, True
1,2,1,19,14,1,0.27,3.41,0,0.956, False
1,2,1,20,15,1,3.88,0.74,0,0.847, False
1,2,1,21,16,0,4.91,1.77,0,0.782, True
1,2,1,22,16,0,2.87,6.01,0,0.705, True
1,2,1,23,15,0,3.39,0.24,0,0.705, True
1,2,1,24,15,0,3.3,0.16,0,0.553, True
1,2,1,25,14,1,6.02,2.88,1,0.655, True
1,2,1,26,14,0,3,6.14,0,0.727, True
1,2,1,27,13,0,4.57,1.43,0,0.703, True
1,2,1,28,13,0,5.2,2.05,0,0.671, True
1,2,1,29,12,1,6.08,2.94,1,0.604, True
1,2,1,30,12,0,1.52,4.66,0,0.647, True
1,2,1,31,11,1,4.27,1.13,0,0.591, False
1,2,1,32,12,0,0.41,3.56,1,0.809, False
1,2,1,33,13,0,1.97,5.11,0,0.847, True
1,2,1,34,13,0,1.52,4.67,0,0.772, True
1,2,1,35,12,1,3.94,0.8,0,0.705, False
1,2,1,36,13,0,1.97,5.11,0,0.561, True
1,2,1,37,13,1,0.75,3.9,1,0.566, True
1,2,1,38,12,1,4.17,1.03,0,0.639, False
1,2,1,39,13,0,0.03,3.17,1,0.721, False
1,2,1,40,14,0,2.75,5.89,0,0.724, True
1,2,1,41,14,0,1.12,4.26,0,0.647, True
1,2,1,42,13,1,4.46,1.32,1,0.924, True
1,2,1,43,13,0,4.89,1.75,0,0.775, True
1,2,1,44,12,1,2.02,5.16,0,0.633, False
1,2,1,45,13,1,0.43,3.57,1,0.636, True
1,2,1,46,13,1,5.05,1.9,0,0.636, False
1,2,1,47,14,0,0.63,3.78,0,0.657, True
1,2,1,48,14,0,1.48,4.62,0,0.604, True
1,2,1,49,13,1,6.21,3.07,0,0.623, False
1,3,0,0,5,1,3.42,3.42,1,0.769, True
1,3,0,1,5,1,3.99,3.99,0,0.735, False
1,3,0,2,6,0,0.87,0.87,0,0.788, True
1,3,0,3,6,0,4.02,4.02,0,0.695, True
1,3,0,4,5,1,0.12,0.12,1,0.55, True
1,3,0,5,5,1,1.64,1.64,0,0.601, False
1,3,0,6,6,0,6.06,6.06,0,0.772, True
1,3,0,7,6,0,5.42,5.42,0,0.655, True
1,3,0,8,5,1,1.48,1.48,1,0.788, True
1,3,0,9,5,1,6.24,6.24,0,0.628, False
1,3,0,10,6,1,0.97,0.97,1,0.839, True
1,3,0,11,6,1,0.27,0.27,0,0.948, False
1,3,0,12,7,1,1.31,1.31,1,0.74, True
1,3,0,13,7,1,6.13,6.13,1,0.556, True
1,3,0,14,6,0,2.33,2.33,1,0.596, False
1,3,0,15,7,1,1.23,1.23,0,1.1, False
1,3,0,16,8,0,3.49,3.49,0,0.604, True
1,3,0,17,8,1,5.27,5.27,1,0.548, True
1,3,0,18,7,1,3.02,3.02,1,0.585, True
1,3,0,19,7,1,3.89,3.89,0,0.884, False
1,3,0,20,8,1,3.18,3.18,1,0.615, True
1,3,0,21,8,0,5.48,5.48,0,0.711, True
1,3,0,22,7,1,6.03,6.03,1,0.633, True
1,3,0,23,7,1,2.79,2.79,1,0.521, True
1,3,0,24,6,0,3.09,3.09,0,0.711, True
1,3,0,25,6,1,5.88,5.88,1,0.567, True
1,3,0,26,5,1,3.97,3.97,0,0.812, False
1,3,0,27,6,1,1.52,1.52,0,0.929, False
1,3,0,28,7,0,4.1,4.1,0,0.844, True
1,3,0,29,7,1,3.74,3.74,1,0.727, True
1,3,0,30,6,0,2.06,2.06,0,0.825, True
1,3,0,31,6,1,0.45,0.45,1,0.737, True
1,3,0,32,5,1,5.75,5.75,1,0.551, True
1,3,0,33,5,0,5.5,5.5,1,0.551, False
1,3,0,34,6,1,6.19,6.19,1,0.556, True
1,3,0,35,6,0,0.09,0.09,0,0.783, True
1,3,0,36,5,1,5.99,5.99,1,0.686, True
1,3,0,37,5,1,2.36,2.36,0,0.697, False
1,3,0,38,6,0,0.07,0.07,1,0.633, False
1,3,0,39,7,0,5.29,5.29,1,0.743, False
1,3,0,40,8,1,1.9,1.9,1,0.591, True
1,3,0,41,8,1,4.9,4.9,0,0.601, False
1,3,0,42,9,0,5.62,5.62,0,0.721, True
1,3,0,43,9,1,6.21,6.21,1,0.612, True
1,3,0,44,8,0,4.31,4.31,0,0.692, True
1,3,0,45,8,1,5.68,5.68,1,0.622, True
1,3,0,46,7,1,2.83,2.83,1,0.559, True
1,3,0,47,7,0,4.9,4.9,0,0.671, True
1,3,0,48,6,1,4.03,4.03,1,0.519, True
1,3,0,49,6,0,2.26,2.26,0,0.545, True
1,4,0,0,5,0,0.66,0.66,0,0.756, True
1,4,0,1,5,1,4.75,4.75,0,0.847, False
1,4,0,2,6,1,0.97,0.97,0,0.896, False
1,4,0,3,7,1,4.6,4.6,1,0.601, True
1,4,0,4,7,1,4.97,4.97,1,0.54, True
1,4,0,5,6,1,2.86,2.86,1,0.476, True
1,4,0,6,6,0,4.65,4.65,0,0.54, True
1,4,0,7,5,0,0.69,0.69,0,0.601, True
1,4,0,8,5,1,3.64,3.64,1,0.455, True
1,4,0,9,4,0,3.04,3.04,0,0.564, True
1,4,0,10,4,0,3.66,3.66,1,0.553, False
1,4,0,11,5,1,3.59,3.59,1,0.633, True
1,4,0,12,5,1,2.88,2.88,0,0.444, False
1,4,0,13,6,1,4.83,4.83,1,0.614, True
1,4,0,14,6,0,1.88,1.88,0,0.617, True
1,4,0,15,5,0,0.86,0.86,0,0.556, True
1,4,0,16,5,1,1.3,1.3,1,0.527, True
1,4,0,17,4,0,1.08,1.08,0,0.606, True
1,4,0,18,4,1,3.67,3.67,1,0.524, True
1,4,0,19,3,1,0.74,0.74,0,0.519, False
1,4,0,20,4,0,4.56,4.56,0,0.708, True
1,4,0,21,4,1,3.4,3.4,1,0.535, True
1,4,0,22,3,1,5.51,5.51,1,0.534, True
1,4,0,23,3,1,2.95,2.95,1,0.519, True
1,4,0,24,2,1,0.15,0.15,0,0.473, False
1,4,0,25,3,0,5.25,5.25,0,0.82, True
1,4,0,26,3,0,6.18,6.18,0,0.812, True
1,4,0,27,2,0,4.39,4.39,1,0.577, False
1,4,0,28,3,0,0.94,0.94,0,0.617, True
1,4,0,29,3,1,4.21,4.21,0,0.631, False
1,4,0,30,4,0,0.82,0.82,1,0.777, False
1,4,0,31,5,1,5.29,5.29,0,0.777, False
1,4,0,32,6,0,1.22,1.22,0,0.729, True
1,4,0,33,6,0,5.89,5.89,0,0.641, True
1,4,0,34,5,1,5.23,5.23,1,0.684, True
1,4,0,35,5,0,6.23,6.23,1,1.033, False
1,4,0,36,6,1,3.25,3.25,1,0.796, True
1,4,0,37,6,1,4.53,4.53,1,0.814, True
1,4,0,38,5,1,4.39,4.39,1,0.812, True
1,4,0,39,5,0,3.62,3.62,0,0.679, True
1,4,0,40,4,1,4.26,4.26,1,0.697, True
1,4,0,41,4,1,2.75,2.75,1,0.585, True
1,4,0,42,3,0,1.93,1.93,0,0.855, True
1,4,0,43,3,0,2.53,2.53,0,0.809, True
1,4,0,44,2,1,1.14,1.14,1,0.604, True
1,4,0,45,2,1,3.88,3.88,0,0.729, False
1,4,0,46,3,1,3.06,3.06,1,0.495, True
1,4,0,47,3,0,5.24,5.24,0,0.551, True
1,4,0,48,2,1,4.23,4.23,0,0.748, False
1,4,0,49,3,0,4.44,4.44,1,0.647, False
1,5,1,0,9,1,3.68,0.54,0,0.767, False
1,5,1,1,10,0,2.31,5.45,0,0.94, True
1,5,1,2,10,0,5.61,2.47,1,0.94, False
1,5,1,3,11,0,4.67,1.52,0,0.575, True
1,5,1,4,11,0,3.81,0.67,0,0.478, True
1,5,1,5,10,1,3.77,0.63,1,0.625, True
1,5,1,6,10,0,5.13,1.99,1,0.58, False
1,5,1,7,11,1,0.22,3.36,0,0.623, False
1,5,1,8,12,0,4.61,1.47,1,0.497, False
