6, 0, 0, robin, 1, 1, 37, 7, 0.15, 8, 1, 0.826, True
6, 0, 1, olive, 0, 1, 30, 7, 0.15, 8, 0, 0.719, True
6, 0, 2, stocking, 0, 1, 45, 6, 0.15, 8, 0, 0.873, True
6, 0, 3, sparrow, 1, 1, 42, 6, 0.15, 8, 1, 0.492, True
6, 0, 4, armor, 1, 1, 5, 5, 0.15, 8, 1, 0.8, True
6, 0, 5, twilight, 0, 1, 48, 5, 0.15, 8, 0, 0.727, True
6, 0, 6, cherry, 1, 1, 15, 4, 0.15, 8, 1, 1.554, True
6, 0, 7, scatter, 1, 1, 39, 4, 0.15, 8, 1, 1.018, True
6, 0, 8, dragon, 1, 1, 17, 3, 0.15, 8, 1, 0.666, True
6, 0, 9, velvet, 0, 1, 49, 3, 0.15, 8, 0, 0.76, True
6, 0, 10, squirrel, 1, 1, 43, 2, 0.15, 8, 0, 0.931, False
6, 0, 11, eagle, 0, 1, 18, 3, 0.15, 8, 0, 0.838, True
6, 0, 12, lily, 0, 1, 24, 3, 0.15, 8, 0, 0.909, True
6, 0, 13, body, 0, 1, 9, 2, 0.15, 8, 0, 1.025, True
6, 0, 14, canoe, 0, 1, 14, 2, 0.15, 8, 0, 1.122, True
6, 0, 15, acre, 1, 1, 1, 1, 0.15, 8, 1, 0.814, True
6, 0, 16, black, 0, 1, 8, 1, 0.15, 8, 0, 1.544, True
6, 0, 17, feather, 1, 1, 19, 1, 0.15, 8, 0, 1.09, False
6, 0, 18, steamer, 1, 1, 44, 2, 0.15, 8, 0, 1.152, False
6, 0, 19, bushel, 0, 1, 11, 3, 0.15, 8, 0, 0.89, True
6, 0, 20, monster, 1, 1, 29, 3, 0.15, 8, 1, 1.055, True
6, 0, 21, orchard, 1, 1, 31, 2, 0.15, 8, 0, 1.006, False
6, 0, 22, cable, 0, 1, 12, 3, 0.15, 8, 0, 0.99, True
6, 0, 23, bargain, 1, 1, 6, 3, 0.15, 8, 1, 0.91, True
6, 0, 24, receipt, 1, 1, 36, 2, 0.15, 8, 0, 0.771, False
6, 0, 25, wrinkle, 1, 1, 50, 3, 0.15, 8, 1, 1.069, True
6, 0, 26, pigeon, 0, 1, 35, 3, 0.15, 8, 0, 1.051, True
6, 0, 27, monarch, 1, 1, 28, 2, 0.15, 8, 0, 0.809, False
6, 0, 28, shepherd, 1, 1, 40, 3, 0.15, 8, 1, 0.945, True
6, 0, 29, slipper, 1, 1, 41, 3, 0.15, 8, 1, 0.66, True
6, 0, 30, oyster, 1, 1, 33, 2, 0.15, 8, 1, 1.219, True
6, 0, 31, oven, 0, 1, 32, 2, 0.15, 8, 0, 0.81, True
6, 0, 32, linen, 0, 1, 25, 1, 0.15, 8, 0, 0.868, True
6, 0, 33, parcel, 1, 1, 34, 1, 0.15, 8, 0, 0.811, False
6, 0, 34, apple, 0, 1, 4, 2, 0.15, 8, 1, 0.644, False
6, 0, 35, branch, 1, 1, 10, 3, 0.15, 8, 1, 0.675, True
6, 0, 36, beaver, 1, 1, 7, 3, 0.15, 8, 1, 0.656, True
6, 0, 37, canal, 0, 1, 13, 2, 0.15, 8, 0, 0.751, True
6, 0, 38, mistress, 1, 1, 27, 2, 0.15, 8, 0, 0.634, False
6, 0, 39, garment, 1, 1, 20, 3, 0.15, 8, 1, 0.666, True
6, 0, 40, tiger, 1, 1, 47, 3, 0.15, 8, 1, 0.584, True
6, 0, 41, madam, 0, 1, 26, 2, 0.15, 8, 0, 0.603, True
6, 0, 42, kitten, 0, 1, 23, 2, 0.15, 8, 0, 0.7, True
6, 0, 43, alien, 0, 1, 2, 1, 0.15, 8, 0, 0.811, True
6, 0, 44, helmet, 0, 1, 22, 1, 0.15, 8, 1, 0.836, False
6, 0, 45, sulphur, 1, 1, 46, 2, 0.15, 8, 0, 0.828, False
6, 0, 46, device, 0, 1, 16, 3, 0.15, 8, 0, 0.851, True
6, 0, 47, sailor, 1, 1, 38, 3, 0.15, 8, 1, 0.81, True
6, 0, 48, goddess, 0, 1, 21, 2, 0.15, 8, 0, 0.61, True
6, 0, 49, alter, 1, 1, 3, 2, 0.15, 8, 0, 0.675, False
6, 1, 50, earring, 1, 1, 199, 4, 0.15, 8, 1, 0.848, True
6, 1, 51, square, 1, 1, 178, 4, 0.15, 8, 1, 0.662, True
6, 1, 52, dryer, 1, 1, 68, 3, 0.15, 8, 1, 0.58, True
6, 1, 53, doctor, 1, 1, 132, 3, 0.15, 8, 1, 0.55, True
6, 1, 54, moth, 0, 1, 31, 2, 0.15, 8, 0, 0.666, True
6, 1, 55, machine, 0, 1, 215, 2, 0.15, 8, 0, 0.841, True
6, 1, 56, fork, 1, 1, 13, 1, 0.15, 8, 1, 0.753, True
6, 1, 57, ankle, 0, 1, 55, 1, 0.15, 8, 0, 0.765, True
6, 1, 58, swamp, 0, 1, 106, 1, 0.15, 8, 0, 0.744, True
6, 1, 59, lamb, 0, 1, 25, 1, 0.15, 8, 1, 0.836, False
6, 1, 60, plaster, 1, 1, 220, 2, 0.15, 8, 1, 0.748, True
6, 1, 61, hydrant, 1, 1, 210, 2, 0.15, 8, 0, 0.824, False
6, 1, 62, circle, 1, 1, 126, 3, 0.15, 8, 1, 0.816, True
6, 1, 63, border, 1, 1, 122, 3, 0.15, 8, 1, 0.6, True
6, 1, 64, quote, 0, 1, 93, 2, 0.15, 8, 0, 0.681, True
6, 1, 65, banner, 1, 1, 118, 2, 0.15, 8, 1, 0.743, True
6, 1, 66, storm, 1, 1, 104, 1, 0.15, 8, 0, 0.564, False
6, 1, 67, hairpin, 1, 1, 207, 2, 0.15, 8, 1, 0.871, True
6, 1, 68, cork, 1, 1, 6, 2, 0.15, 8, 1, 0.733, True
6, 1, 69, flame, 0, 1, 70, 1, 0.15, 8, 0, 0.762, True
6, 1, 70, keen, 0, 1, 23, 1, 0.15, 8, 0, 0.661, True
6, 1, 71, total, 0, 1, 108, 1, 0.15, 8, 1, 1.029, False
6, 1, 72, mystic, 0, 1, 158, 2, 0.15, 8, 1, 0.789, False
6, 1, 73, cord, 1, 1, 5, 3, 0.15, 8, 1, 0.942, True
6, 1, 74, roof, 1, 1, 39, 3, 0.15, 8, 1, 0.641, True
6, 1, 75, sponge, 0, 1, 177, 2, 0.15, 8, 1, 0.785, False
6, 1, 76, closet, 0, 1, 127, 3, 0.15, 8, 0, 0.826, True
6, 1, 77, teacher, 1, 1, 227, 3, 0.15, 8, 1, 0.785, True
6, 1, 78, locate, 0, 1, 147, 2, 0.15, 8, 0, 0.764, True
6, 1, 79, farm, 1, 1, 11, 2, 0.15, 8, 1, 0.886, True
6, 1, 80, phase, 0, 1, 87, 1, 0.15, 8, 0, 0.621, True
6, 1, 81, history, 1, 1, 209, 1, 0.15, 8, 1, 0.687, True
6, 1, 82, hawk, 0, 1, 19, 1, 0.15, 8, 0, 0.653, True
6, 1, 83, statue, 0, 1, 180, 1, 0.15, 8, 0, 1.374, True
6, 1, 84, serious, 1, 1, 224, 1, 0.15, 8, 1, 0.656, True
6, 1, 85, stereo, 1, 1, 181, 1, 0.15, 8, 0, 1.168, False
6, 1, 86, blase, 0, 1, 59, 2, 0.15, 8, 0, 1.002, True
6, 1, 87, patio, 0, 1, 86, 2, 0.15, 8, 1, 0.795, False
6, 1, 88, rake, 1, 1, 37, 3, 0.15, 8, 0, 1.46, False
6, 1, 89, manner, 1, 1, 149, 4, 0.15, 8, 1, 0.576, True
6, 1, 90, highway, 0, 1, 208, 4, 0.15, 8, 0, 0.721, True
6, 1, 91, metal, 0, 1, 79, 3, 0.15, 8, 0, 0.845, True
6, 1, 92, polish, 0, 1, 164, 3, 0.15, 8, 1, 0.628, False
6, 1, 93, spray, 1, 1, 100, 4, 0.15, 8, 1, 0.659, True
6, 1, 94, photo, 0, 1, 88, 4, 0.15, 8, 0, 0.639, True
6, 1, 95, shower, 1, 1, 173, 3, 0.15, 8, 1, 0.718, True
6, 1, 96, rattle, 1, 1, 166, 3, 0.15, 8, 1, 0.842, True
6, 1, 97, incline, 0, 1, 211, 2, 0.15, 8, 0, 0.61, True
6, 1, 98, finger, 1, 1, 137, 2, 0.15, 8, 0, 0.723, False
6, 1, 99, gender, 1, 1, 138, 3, 0.15, 8, 1, 0.766, True
6, 2, 100, putrid, 1, 2, 375, 4, 0.15, 8, 1, 0.948, True
6, 2, 101, burden, 1, 2, 340, 4, 0.15, 8, 1, 0.71, True
